test_id	test_class	test_method	phpunit_result	assertions	time_s	first_detail_line	structural_layer	structural_area	business_intent	business_invariant	lifecycle_state	capability	actor	authorization	entry_point	authoritative_decision_source	business_decision_ownership	fixture_assumptions	expected_behaviour	failure_classification	evidence	coverage_contribution	coverage_gap	legacy_observation	open_question
Tests\Feature\Election\ElectionSuspensionTest::suspend_allowed_for_platform_admin	Tests\Feature\Election\ElectionSuspensionTest	suspend_allowed_for_platform_admin	PASSED	2	0.071		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_creates_governance_audit_record	Tests\Feature\Election\ElectionSuspensionTest	suspend_creates_governance_audit_record	PASSED	6	0.097		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_denied_for_deputy	Tests\Feature\Election\ElectionSuspensionTest	suspend_denied_for_deputy	PASSED	1	0.076		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_denied_for_ordinary_user	Tests\Feature\Election\ElectionSuspensionTest	suspend_denied_for_ordinary_user	PASSED	1	0.071		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_fails_when_already_suspended	Tests\Feature\Election\ElectionSuspensionTest	suspend_fails_when_already_suspended	PASSED	2	0.086		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_rejects_invalid_category	Tests\Feature\Election\ElectionSuspensionTest	suspend_rejects_invalid_category	PASSED	2	0.070		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_route_redirects_when_chief_posts	Tests\Feature\Election\ElectionSuspensionTest	suspend_route_redirects_when_chief_posts	PASSED	4	0.072		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_sets_suspended_at_and_engine_derives_suspended	Tests\Feature\Election\ElectionSuspensionTest	suspend_sets_suspended_at_and_engine_derives_suspended	PASSED	11	0.099		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_stores_governance_metadata	Tests\Feature\Election\ElectionSuspensionTest	suspend_stores_governance_metadata	PASSED	8	0.065		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_then_resume_restores_full_capability_map	Tests\Feature\Election\ElectionSuspensionTest	suspend_then_resume_restores_full_capability_map	PASSED	48	0.192		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_validates_reason_min_length	Tests\Feature\Election\ElectionSuspensionTest	suspend_validates_reason_min_length	PASSED	3	0.066		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspend_validates_reason_required	Tests\Feature\Election\ElectionSuspensionTest	suspend_validates_reason_required	PASSED	3	0.067		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspension_does_not_alter_lifecycle_progression	Tests\Feature\Election\ElectionSuspensionTest	suspension_does_not_alter_lifecycle_progression	PASSED	7	0.138		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspension_does_not_appear_in_lifecycle_progression	Tests\Feature\Election\ElectionSuspensionTest	suspension_does_not_appear_in_lifecycle_progression	PASSED	3	0.100		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::suspension_overlay_short_circuits_all_capabilities_except_resume	Tests\Feature\Election\ElectionSuspensionTest	suspension_overlay_short_circuits_all_capabilities_except_resume	PASSED	39	0.161		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::test_capabilities_blocked_during_suspension	Tests\Feature\Election\ElectionSuspensionTest	test_capabilities_blocked_during_suspension	PASSED	15	0.071		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::test_resume_clears_suspension_flags_only	Tests\Feature\Election\ElectionSuspensionTest	test_resume_clears_suspension_flags_only	PASSED	8	0.045		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::test_resume_does_not_restore_from_context_column	Tests\Feature\Election\ElectionSuspensionTest	test_resume_does_not_restore_from_context_column	PASSED	2	0.038		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::test_suspend_captures_lifecycle_context	Tests\Feature\Election\ElectionSuspensionTest	test_suspend_captures_lifecycle_context	PASSED	3	0.035		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::test_suspend_stores_governance_metadata	Tests\Feature\Election\ElectionSuspensionTest	test_suspend_stores_governance_metadata	PASSED	4	0.045		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::test_suspension_does_not_mutate_business_facts	Tests\Feature\Election\ElectionSuspensionTest	test_suspension_does_not_mutate_business_facts	PASSED	7	0.034		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionSuspensionTest::voting_active_suspend_resume_preserves_lifecycle_position	Tests\Feature\Election\ElectionSuspensionTest	voting_active_suspend_resume_preserves_lifecycle_position	PASSED	3	0.102		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::cache_lock_is_released_after_successful_transition	Tests\Feature\Election\ElectionTransitionToMethodTest	cache_lock_is_released_after_successful_transition	PASSED	1	0.084		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::cannot_open_voting_twice	Tests\Feature\Election\ElectionTransitionToMethodTest	cannot_open_voting_twice	PASSED	2	0.081		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::concurrent_transitions_are_blocked_with_cache_lock	Tests\Feature\Election\ElectionTransitionToMethodTest	concurrent_transitions_are_blocked_with_cache_lock	PASSED	1	4.825		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::deputy_cannot_perform_chief_only_actions	Tests\Feature\Election\ElectionTransitionToMethodTest	deputy_cannot_perform_chief_only_actions	PASSED	2	0.080		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::invalid_transition_throws_exception	Tests\Feature\Election\ElectionTransitionToMethodTest	invalid_transition_throws_exception	PASSED	1	0.074		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::missing_timezone_rejects_open_voting	Tests\Feature\Election\ElectionTransitionToMethodTest	missing_timezone_rejects_open_voting	PASSED	1	0.085		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::missing_voting_window_rejects_open_voting	Tests\Feature\Election\ElectionTransitionToMethodTest	missing_voting_window_rejects_open_voting	PASSED	1	0.078		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::rollback_on_validation_failure_restores_original_flags	Tests\Feature\Election\ElectionTransitionToMethodTest	rollback_on_validation_failure_restores_original_flags	PASSED	2	0.077		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::transition_creates_immutable_audit_record	Tests\Feature\Election\ElectionTransitionToMethodTest	transition_creates_immutable_audit_record	PASSED	2	0.104		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::transition_dispatches_election_state_changed_event	Tests\Feature\Election\ElectionTransitionToMethodTest	transition_dispatches_election_state_changed_event	PASSED	3	0.078		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::transition_to_voting_locks_voting_immediately	Tests\Feature\Election\ElectionTransitionToMethodTest	transition_to_voting_locks_voting_immediately	PASSED	3	0.079		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::transition_to_voting_sets_nomination_completed	Tests\Feature\Election\ElectionTransitionToMethodTest	transition_to_voting_sets_nomination_completed	PASSED	1	0.085		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::transition_uses_database_transaction	Tests\Feature\Election\ElectionTransitionToMethodTest	transition_uses_database_transaction	PASSED	2	0.078		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::transitions_to_valid_target_state	Tests\Feature\Election\ElectionTransitionToMethodTest	transitions_to_valid_target_state	PASSED	5	0.082		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionTransitionToMethodTest::unauthenticated_user_cannot_perform_user_role_actions	Tests\Feature\Election\ElectionTransitionToMethodTest	unauthenticated_user_cannot_perform_user_role_actions	PASSED	2	0.071		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionVoterManagementTest::test_cannot_act_on_membership_belonging_to_different_election	Tests\Feature\Election\ElectionVoterManagementTest	test_cannot_act_on_membership_belonging_to_different_election	PASSED	1	0.094		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionVoterManagementTest::test_cannot_approve_already_active_voter	Tests\Feature\Election\ElectionVoterManagementTest	test_cannot_approve_already_active_voter	PASSED	2	0.092		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionVoterManagementTest::test_cannot_suspend_already_inactive_voter	Tests\Feature\Election\ElectionVoterManagementTest	test_cannot_suspend_already_inactive_voter	PASSED	2	0.094		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Feature\Election\ElectionVoterManagementTest::test_chief_can_approve_a_voter	Tests\Feature\Election\ElectionVoterManagementTest	test_chief_can_approve_a_voter	PASSED	2	0.118		Feature/HTTP (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
