seq	document_id	order_key	order_evidence	step	mtime	lane	bytes	n_math	n_introduced	introduced_top	path
408	Q01553	1|00286 	1-step	286	2026-08-31T23:39	phase_measure_theory	18060	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-233945_step_286_hpa-gita-chapter-05-karma-yoga-action-attribution-decomposition-hypothesis.md
409	Q01554	1|00286 	1-step	286	2026-08-31T23:40	phase_measure_theory	18060	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-234034_step_286_hpa-gita-chapter-05-karma-yoga-duplicate.md
410	Q01556	1|00286 	1-step	286	2026-08-31T23:43	phase_measure_theory	15401	53	3	covers,Unobserved,kind	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-234334_step_286_hpa-gita-chapter-05-atma-as-bounded-knower-locus-not-knowledge.md
411	Q01557	1|00286 	1-step	286	2026-08-31T23:46	phase_measure_theory	17779	70	18	Regulation,return,seeing,Me,mind,Intelligence,driver,Senses,horses,roads,accept,reset,ends,Attention	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-234601_step_286_hpa-gita-chapter-06-dhyana-yoga-epistemic-regulation-and-recovery-hypotheses.md
412	Q01558	1|00286 	1-step	286	2026-09-01T00:00	phase_measure_theory	17779	70	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-000039_step_286_hpa-gita-chapter-06-dhyana-yoga-duplicate.md
413	Q01559	1|00286 	1-step	286	2026-09-01T00:03	phase_measure_theory	19979	64	8	re,orient,K_t+n,resume,T_M,Orientation,Reorientation,Stabilization	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-000332_step_286_hpa-gita-chapter-06-theory-of-epistemic-regulation-stabilization-progression.md
414	Q01560	1|00286 	1-step	286	2026-09-01T00:10	phase_measure_theory	10499	13	1	self	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-001017_step_286_hpa-gita-chapter-06-kernel-as-mind-like-functional-analogy-not-identity.md
415	Q01561	1|00286 	1-step	286	2026-09-01T00:11	phase_measure_theory	10499	13	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-001122_step_286_hpa-gita-chapter-06-kernel-as-mind-like-analogy-duplicate.md
416	Q01562	1|00286 	1-step	286	2026-09-01T00:25	phase_measure_theory	46909	48	7	ground,having,desire,Quantity,Realized,Apparent,items	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-002536_step_286_hpa-gita-chapter-07-knowledge-of-the-absolute-vocabulary-too-simplistic.md
417	Q01563	1|00286 	1-step	286	2026-09-01T00:29	phase_measure_theory	42638	98	7	M_K,reins,KNOWER,MIND,DISCRIMINATION,QUALIFICATION,SPACE	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-002927_step_286_hpa-gita-chapters-06-07-combined-lens-not-architectural-specification.md
418	Q01564	1|00286 	1-step	286	2026-09-01T00:29	phase_measure_theory	4197	8	1	bad	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-002955_step_286_hpa-gita-chapter-06-stronger-interpretation-for-knowledgeos.md
419	Q01565	1|00286 	1-step	286	2026-09-01T00:42	phase_measure_theory	14931	40	7	J_t,levels,N_i,Having,CONTROL,KNOWING,REALIZATION	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-004205_step_286_hpa-gita-chapter-09-new-lens-with-chapters-06-07.md
420	Q01566	1|00286 	1-step	286	2026-09-01T00:44	phase_measure_theory	16384	41	6	Unmanifest,Destroyed,K_T,Recurrence,Destination,Directedness	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-004408_step_286_hpa-gita-chapter-08-attaining-the-supreme-structural-not-term-mapping.md
421	Q01567	1|00286 	1-step	286	2026-09-01T00:45	phase_measure_theory	7218	19	2	growth,B_t	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-004546_step_286_hpa-knowledge-state-is-time-indexed-evolving-not-constant.md
422	Q01568	1|00286 	1-step	286	2026-09-01T00:48	phase_measure_theory	7218	19	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-004810_step_286_hpa-knowledge-state-time-indexed-duplicate.md
423	Q01569	1|00286 	1-step	286	2026-09-01T00:49	phase_measure_theory	4461	10	2	revise,defer	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-004958_step_286_hpa-gita-chapter-03-locus-with-ch02-foundation-and-ch04-continuation.md
424	Q01570	1|00286 	1-step	286	2026-09-01T00:52	phase_measure_theory	4461	10	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-005211_step_286_hpa-gita-chapter-03-locus-duplicate.md
425	Q01571	1|00286 	1-step	286	2026-09-01T00:53	phase_measure_theory	12133	41	4	Discriminate,admit,Incorporate,Prove	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-005349_step_286_define-kernel-from-evidence-maths-and-ddd-with-gita-as-lens-only.md
426	Q01572	1|00286 	1-step	286	2026-09-01T00:54	phase_measure_theory	9169	19	1	hosts	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-005458_step_286_hpa-gita-as-philosophical-lens-only-stronger-knowledgeos-hypothesis.md
427	Q01573	1|00286 	1-step	286	2026-09-01T00:57	phase_measure_theory	17294	68	1	Whole	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-005729_step_286_hpa-gita-chapter-11-hypotheses-for-knowledgeos-and-especially-the-kernel.md
428	Q01574	1|00286 	1-step	286	2026-09-01T01:00	phase_measure_theory	19968	86	18	Orient,Dedicated,Renounce,modes,Deferred,Judgment,Perturbation,Resistance,honor,friend,enemy,praise,Reaction,DesiredOutcome	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010022_step_286_hpa-gita-chapter-12-bhakti-yoga-distinguished-from-chapter-11.md
429	Q01575	1|00286 	1-step	286	2026-09-01T01:02	phase_measure_theory	10444	29	3	KO,Y_D,dK	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010224_step_286_hpa-yoga-as-a-family-of-mathematical-simulations-analytical-lens.md
430	Q01576	1|00286 	1-step	286	2026-09-01T01:05	phase_measure_theory	10478	50	10	O_j,v_t+1,Purification,O_n,O_k,Expansion,O_n-1,purify,purity,Purify	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010553_step_286_purification-as-multi-dimensional-qualification-not-more-knowledge.md
431	Q01577	1|00286 	1-step	286	2026-09-01T01:07	phase_measure_theory	5284	25	9	Sentence,water,D_0,v_0,KA,KA_1,KA_2,refine,reveal	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010705_step_286_sentence-as-candidate-representation-not-equal-to-dimension.md
432	Q01578	1|00286 	1-step	286	2026-09-01T01:09	phase_measure_theory	5284	25	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010904_step_286_sentence-vs-dimension-chapter-13-duplicate.md
433	Q01579	1|00286 	1-step	286	2026-09-01T01:13	phase_measure_theory	18166	64	9	m_t,Freedom,Accessibility,s_t+,r_t+,larger,poor,worse,choose	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-011315_step_286_hpa-gita-chapter-14-three-modes-read.md
434	Q01580	1|00286 	1-step	286	2026-09-01T01:14	phase_measure_theory	16417	54	1	agency	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-011421_step_286_hpa-gita-chapters-13-plus-14-composed.md
435	Q01581	1|00286 	1-step	286	2026-09-01T01:16	phase_measure_theory	15014	55	5	Ev,Po,Growth,R_t+1,almost	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-011622_step_286_hpa-gita-chapters-13-plus-14-composed-variant.md
436	Q01582	1|00286 	1-step	286	2026-09-01T01:17	phase_measure_theory	16293	70	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-011731_step_286_hpa-gita-adding-chapter-11-changes-the-model.md
437	Q01583	1|00286 	1-step	286	2026-09-01T01:19	phase_measure_theory	16934	34	7	forms,along,vary,D_n,Y_2,Y_m,Relate	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-011919_step_286_hpa-gita-adding-chapter-10-to-the-composition.md
438	Q01584	1|00286 	1-step	286	2026-09-01T01:22	phase_measure_theory	22608	83	11	Forget,Remember,Z_1,Z_2,Z_3,carry,latent,id_t,id_t+1,Mutable,Changing	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-012249_step_286_hpa-gita-chapter-15-highly-useful-for-knowledgeos.md
439	Q01585	1|00286 	1-step	286	2026-09-01T01:24	phase_measure_theory	14574	51	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-012438_step_286_hpa-gita-adding-chapter-15-materially-strengthens.md
440	Q01586	1|00286 	1-step	286	2026-09-01T01:27	phase_measure_theory	21802	89	4	f_x,f_Z,Unqualified,Terminated	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-012726_step_286_gita-chapters-10-15-as-hypothesis-generating-lens-for-formal-kernel-reconstruction.md
441	Q01587	1|00286 	1-step	286	2026-09-01T01:28	phase_measure_theory	21802	89	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-012831_step_286_gita-chapters-10-15-kernel-reconstruction-duplicate.md
442	Q01588	1|00286 	1-step	286	2026-09-01T01:30	phase_measure_theory	20595	48	7	anger,pride,Krodha,Lobha,defend,ego,greed	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-013054_step_286_hpa-gita-chapter-16-divine-vs-demoniac-qualities-for-the-formal-kernel.md
443	Q01589	1|00286 	1-step	286	2026-09-01T01:32	phase_measure_theory	17020	37	6	danger,bias,Desire,Q_B,remove,limits	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-013244_step_286_hpa-gita-chapter-16-composed-kernel-internal-quality-control-behaviour.md
444	Q01590	1|00286 	1-step	286	2026-09-01T01:38	phase_measure_theory	17550	68	5	DetectGap,Receive,Re,weak,Restraint	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-013804_step_286_refine-the-model-before-adding-chapters-buddhi-zero-qualify-purification.md
445	Q01591	1|00286 	1-step	286	2026-09-01T01:40	phase_measure_theory	17550	68	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-014043_step_286_refine-the-model-before-adding-chapters-duplicate.md
446	Q01592	1|00286 	1-step	286	2026-09-01T01:43	phase_measure_theory	17492	64	2	relate,Distortion	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-014309_step_286_hpa-gita-chapter-17-reread-with-the-chapters-06-16-model.md
447	Q01593	1|00286 	1-step	286	2026-09-01T01:43	phase_measure_theory	11437	39	13	O_R,mode,o_n,DetectBlock,ExposeUnknown,Suspend,Flag,B_S,B_T,ignore,DO,NOTHING,Conditioned	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-014348_step_286_guna-as-a-mode-state-model-not-gita-metaphysics.md
448	Q01594	1|00286 	1-step	286	2026-09-01T01:46	phase_measure_theory	21125	57	2	oracle,G_0	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-014632_step_286_gita-chapter-18-as-the-final-chapter-read-against-the-built-model.md
449	Q01595	1|00286 	1-step	286	2026-09-01T01:49	phase_measure_theory	23223	43	8	Stateful,o_3,Contingency,deeper,sthira,buddhi,fear,signal	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-014910_step_286_gita-chapter-05-reread-clarifies-implicit-kernel-mechanisms.md
450	Q01596	1|00286 	1-step	286	2026-09-01T01:53	phase_measure_theory	20532	122	3	Stop,aspect,Unregulated	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-015335_step_286_kernel-simulation-across-epistemic-situations-coherence-test.md
451	Q01597	1|00286 	1-step	286	2026-09-01T01:55	phase_measure_theory	20618	47	1	Doubt_t+1	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-015547_step_286_hpa-gita-chapter-04-transformation-doubt-resolution-knowledge-to-action.md
452	Q01598	1|00286 	1-step	286	2026-09-01T01:57	phase_measure_theory	22892	74	16	duty,Discern,Soul,Indriya,Attend,Hold,am,doer,senses,CheckBias,rain,food,life,OperatorSet	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-015751_step_286_hpa-gita-chapter-03-karma-yoga-mechanisms-for-constructing-and-simulating-the-kernel.md
453	Q01599	1|00286 	1-step	286	2026-09-01T02:00	phase_measure_theory	20889	53	11	Base,B_3,QUALIFY,Gate_X,Input_X,Bias_t,Bias_t+1,Rajasa,Mode_t,Buddhi_t,Dynamical	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-020054_step_286_hpa-gita-chapter-02-read-against-the-accumulated-model.md
454	Q01600	1|00286 	1-step	286	2026-09-01T02:04	phase_measure_theory	14858	44	2	fight,Examination	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-020435_step_286_hpa-gita-chapter-02-refinement-not-merely-another-feature.md
455	Q01601	1|00286 	1-step	286	2026-09-01T02:04	phase_measure_theory	13605	57	9	Reframe,Distinguish,mis,Observation_t+1,static,Unrecognized,Action_3,simply,Detector	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-020447_step_286_hpa-gita-chapter-02-as-a-kernel-level-refinement.md
456	Q01602	1|00286 	1-step	286	2026-09-01T02:08	phase_measure_theory	16035	49	12	Entity_i,Evaluation_t,Paralysis,father,Entity_j,Entity_k,Attachment_t,Values_t,Constraints_t,InferenceValid,ModelAdequate,KernelState	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-020820_step_286_hpa-gita-chapter-01-kernel-pathological-state-and-failure-modes.md
457	Q01603	1|00286 	1-step	286	2026-09-01T02:10	phase_measure_theory	13326	57	3	U_0,Kernel_t,B_t+1	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-021003_step_286_hpa-gita-chapter-01-as-the-opening-pathological-state-of-the-kernel.md
458	Q01604	1|00286 	1-step	286	2026-09-01T02:13	phase_measure_theory	31370	108	5	Recalculation,U_t+1,B_Sattva,B_Rajas,biased	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-021321_step_286_gita-lens-model-of-knowledgeos-synthesis-of-chapters-01-18.md
459	Q01605	1|00286 	1-step	286	2026-09-01T02:17	phase_measure_theory	30999	71	2	Yoga_O,Phala	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-021752_step_286_all-18-chapters-as-one-corpus-formal-kernel-model-under-285-287-discipline.md
460	Q01606	1|00286 	1-step	286	2026-09-01T02:19	phase_measure_theory	7860	22	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-021906_step_286_kernel-state-stays-at-the-eight-ratified-primitives-gita-as-lens-only.md
461	Q01607	1|00286 	1-step	286	2026-09-01T02:21	phase_measure_theory	7860	22	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-022150_step_286_kernel-state-at-eight-primitives-duplicate.md
462	Q01608	1|00286 	1-step	286	2026-09-01T02:22	phase_measure_theory	11707	29	4	Discriminated,Accumulation,Z_t+1,eight	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-022227_step_286_eight-primitives-are-a-state-vocabulary-not-eight-equal-fields.md
463	Q01609	1|00286 	1-step	286	2026-09-01T02:24	phase_measure_theory	12760	74	9	op,op_1,op_2,op_n,T_op,op_3,B_G,pursue,expose	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-022425_step_286_operators-must-be-well-typed-and-invariant-preserving-not-analogy-driven.md
464	Q01610	1|00286 	1-step	286	2026-09-01T02:27	phase_measure_theory	9116	65	7	op_t,n_t+1,d_n+1,Zero_t,O_D,O_V,o_j	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-022709_step_286_knowledge-space-vs-knowledge-state-vs-kernel-transformation.md
465	Q01611	1|00286 	1-step	286	2026-09-01T02:30	phase_measure_theory	18879	100	5	Associate,Expire,MarkUncertain,Cannot,Member	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-023023_step_286_stop-adding-philosophy-start-systematic-operator-discovery.md
466	Q01612	1|00286 	1-step	286	2026-09-01T02:32	phase_measure_theory	18097	15	1	O_W	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-023201_step_286_rewrite-the-model-it-jumps-to-a-kernel-before-steps-287-290-permit.md
467	Q01613	1|00286 	1-step	286	2026-09-01T02:34	phase_measure_theory	19688	74	4	Dim,Value_i,J_T,Insufficiently	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-023405_step_286_refinement-separate-established-from-gita-derived-against-steps-287-290.md
468	Q01615	1|00286 	1-step	286	2026-09-01T02:40	phase_measure_theory	23149	12	2	EmptyKnowledge,Diagram	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-024047_step_286_c4-views-for-the-refined-knowledgeos-model-kernel-as-a-c2-container.md
469	Q01616	1|00286 	1-step	286	2026-09-01T02:42	phase_measure_theory	14238	49	1	induce	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-024209_step_286_continue-into-the-operations-programme-with-the-289-290-boundary.md
470	Q01617	1|00286 	1-step	286	2026-09-01T02:45	phase_measure_theory	16736	41	4	Observation_1,Reality_1,Reality_2,assert	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-024558_step_286_reconstruct-the-complete-gita-model-then-resolve-missing-concepts.md
471	Q01618	1|00286 	1-step	286	2026-09-01T02:46	phase_measure_theory	10454	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-024659_step_286_hpa-direction-assessment-revised-gita-model-observation-first-breakthrough.md
472	Q01619	1|00286 	1-step	286	2026-09-01T02:49	phase_measure_theory	16013	21	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-024940_step_286_reviewer-does-not-approve-the-hpa-assessment-overreach-and-sequencing-contradiction.md
473	Q01620	1|00286 	1-step	286	2026-09-01T02:52	phase_measure_theory	12651	78	9	D_4,d_t+1,AddDimension,MergeDimension,SplitDimension,SetValue,UpdateValue,CorrectValue,QualifyValue	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025223_step_286_change-the-mathematical-foundation-subset-model-cannot-express-dimension-change.md
474	Q01622	1|00286 	1-step	286	2026-09-01T02:55	phase_measure_theory	12651	78	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025500_step_286_change-the-mathematical-foundation-duplicate.md
475	Q01623	1|00286 	1-step	286	2026-09-01T02:55	phase_measure_theory	18512	77	4	d_12,K_b,T_D,T_E	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025542_step_286_controlled-mathematical-and-ddd-refinement-mandate-for-the-evolving-dimensional-model.md
476	Q01624	1|00286 	1-step	286	2026-09-01T02:57	phase_measure_theory	18512	77	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025719_step_286_controlled-refinement-mandate-duplicate.md
477	Q01626	1|00286 	1-step	286	2026-09-01T09:39	phase_measure_theory	17582	77	14	region,More,vector,Connect,Disconnect,MergeRegion,SeparateRegion,ExpandBoundary,T_topology,T_dimension,T_value,Topology,Geometry,Function	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-093906_step_286_topological-lens-for-knowledge-structure-connection-separation.md
478	Q01627	1|00286 	1-step	286	2026-09-01T09:42	phase_measure_theory	14830	94	4	D_12,Valid_D,pure,losing	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-094230_step_286_undefined-concepts-under-the-topological-infinite-dimensional-statistical-ddd-direction.md
479	Q01628	1|00286 	1-step	286	2026-09-01T09:47	phase_measure_theory	12805	53	4	Operators,lower,Evolving,Topological	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-094759_step_286_a-plausible-path-to-a-theoretical-breakthrough-carefully-defined.md
480	Q01629	1|00286 	1-step	286	2026-09-01T09:58	phase_measure_theory	10454	66	1	KL	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-095800_step_286_working-hypothesis-knowledge-space-inside-a-probability-space.md
481	Q01630	1|00286 	1-step	286	2026-09-01T11:15	phase_measure_theory	7388	26	1	Limit	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-111523_step_286_independent-research-line-appears-to-have-arrived-at-the-same-result.md
482	Q01631	1|00286 	1-step	286	2026-09-01T11:52	phase_measure_theory	12981	58	11	k_t,viable,red,green,blue,Typing,Element,R_j,Elements,H_P1,notion	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-115204_step_286_reviewer-two-mathematical-overstatements-in-artifact-36.md
483	Q00943	1|00287 	1-step	287	2026-08-31T19:01	phase_measure_theory	16559	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-190114_step_287_reviewer-b-equality-identity-semantics-observability-research-mandate.md
484	Q00980	1|00287 	1-step	287	2026-08-31T21:14	phase_measure_theory	12107	9	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-211415_step_287_reviewer-review-of-refined-step-287-keep-open-four-surgical-edits.md
485	Q00983	1|00287 	1-step	287	2026-08-31T21:15	phase_measure_theory	19456	3	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-211536_step_287_reviewer-do-not-freeze-287-four-red-four-orange-issues.md
486	Q00984	1|00287 	1-step	287	2026-08-31T21:25	phase_measure_theory	12912	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/11-STEP-287-AUDITS-P1-P9.md
487	Q01538	1|00287 	1-step	287	2026-08-31T20:14	phase_measure_theory	22488	112	7	N_t+1,T_P,ADM,counts,adm,RESEARCH,Canonization	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-201424_step_287_reviewer-drafts-step-287-invariants-research-and-falsification-mandate.md
488	Q01539	1|00287 	1-step	287	2026-08-31T20:21	phase_measure_theory	6119	9	3	Derivability,Invent,Declare	docs/knowledgeos/brainstorming/phase_measure_theory/20260831-202101_step_287_reviewer-step-287-invariants-research-only-derivability-audit-triplicate.md
489	Q01541	1|00287 	1-step	287	2026-08-31T20:24	phase_measure_theory	6119	9	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-202424_step_287_reviewer-step-287-invariants-as-research-only-derivability-audit-not-normative.md
490	Q01542	1|00287 	1-step	287	2026-08-31T21:22	phase_measure_theory	15215	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-212225_step_287_reviewer-accepts-corrections-and-issues-nine-audit-prompts-for-287-vnext.md
491	Q01544	1|00287 	1-step	287	2026-08-31T22:19	phase_measure_theory	6119	9	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-221900_step_287_reviewer-step-287-invariants-research-only-derivability-audit-duplicate.md
492	Q00956	1|00288 	1-step	288	2026-08-31T19:52	phase_measure_theory	6708	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-195256_step_288_reviewer-b-evidence-freeze-and-d288-decision-procedure-closure-mandate.md
493	Q00958	1|00288 	1-step	288	2026-08-31T19:57	phase_measure_theory	6708	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-195744_step_288_reviewer-b-evidence-freeze-and-d288-decision-procedure-closure-mandate-duplicate.md
494	Q00967	1|00288 	1-step	288	2026-08-31T20:16	phase_measure_theory	6708	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-201654_step_288_reviewer-b-evidence-freeze-d288-mandate-duplicate-2.md
495	Q00968	1|00288 	1-step	288	2026-08-31T20:17	phase_measure_theory	3475	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-201712_step_288_reviewer-b-confirms-discovery-vs-formal-gap-correction.md
496	Q00972	1|00288 	1-step	288	2026-08-31T20:39	phase_measure_theory	4899	1	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-203928_step_288_reviewer-b-consolidated-position-one-irreducible-blocker-qualify.md
497	Q00981	1|00288 	1-step	288	2026-08-31T21:14	phase_measure_theory	16398	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-211449_step_288_reviewer-accepts-287-as-research-diagnosis-and-drafts-step-288-mandate.md
498	Q00999	1|00288 	1-step	288	2026-08-31T22:32	phase_measure_theory	7383	3	4	blocks,Composing,COLLAPSED,nine	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-288/06-STEP-288-MATHEMATICAL-AUDITS.md
499	Q01536	1|00288 	1-step	288	2026-08-31T19:51	phase_measure_theory	7494	10	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260831-195114_step_288_short-confirmation-of-equality-gap-position.md
500	Q01543	1|00288 	1-step	288	2026-08-31T21:55	phase_measure_theory	43669	9	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-215513_step_288_refined-step-288-equality-decision-procedure-closure-programme-mandate.md
501	Q01545	1|00288 	1-step	288	2026-08-31T22:23	phase_measure_theory	28248	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-222300_step_288_reviewer-b-step-288-equality-reconciliation-execution-mandate-post-287-baseline.md
502	Q01546	1|00289 	1-step	289	2026-08-31T22:44	phase_measure_theory	21919	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-224400_step_289_reviewer-b-dependency-graph-bootstrap-boundary-and-derivation-governance-separation-mandate.md
503	Q01547	1|00289 	1-step	289	2026-08-31T22:54	phase_measure_theory	29552	131	3	meet,INTERPRETATION,DEFERRED	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-225400_step_289_reviewer-b-step-289-operations-mandate-superseded-by-2303-tightening.md
