document_id	queue_position	path	lane	firewalled	exists	bytes	lines	hash	mtime_key	filename_datestamp	step	step_series	body_date	order_key	order_evidence	signals	triage_score	theory_bearing	read_status	duplicate_group
Q00715	715	docs/knowledgeos/brainstorming/phase_measure_theory/how_to_combine/20260828-160329_how-to-combine-issue-the-next-instruction.md	phase_measure_theory	False	True	6428	168	dd8ca3e2e166c100450d9d3d5b50cea5	2026-08-28T16:03	2026-08-28T16:03:29				3|2026-08-28T16:03:29	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00716	716	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225100_step_286_external-research-readme.md	phase_measure_theory	False	True	193	2	d00fd5b3645cc15527a58e16dafa286d	2026-08-28T22:51	2026-08-28T22:51:00	286			1|00286 	1-step		0	REVIEW	NOT-READ	
Q00717	717	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225107_c4-architecture-diagrams-system-context-to-component.md	phase_measure_theory	False	True	17647	502	c47099f8ade8c7f96e4763b5c8aaf932	2026-08-28T22:51	2026-08-28T22:51:07				3|2026-08-28T22:51:07	3-filename-datestamp		0	REVIEW	NOT-READ	
Q00718	718	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225129_hpa-ruling-gn-31.md	phase_measure_theory	False	True	5753	151	a67f439ab3fdac6b1cdb5f36c9485fa6	2026-08-28T22:51	2026-08-28T22:51:29				3|2026-08-28T22:51:29	3-filename-datestamp	verdict|kos_object	2	YES	NOT-READ	
Q00719	719	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225522_distribution-theory-in-knowledgeos.md	phase_measure_theory	False	True	18169	488	2e5f23115fe5814809ea20e84e4248b3	2026-08-28T22:55	2026-08-28T22:55:22				3|2026-08-28T22:55:22	3-filename-datestamp	typed_arrow|glyph	2	YES	NOT-READ	
Q00720	720	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225632_methodological-discipline-second-order-reflection.md	phase_measure_theory	False	True	10917	297	5256e2846995ebd018ad6523bf5a349c	2026-08-28T22:56	2026-08-28T22:56:32				3|2026-08-28T22:56:32	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00721	721	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225646_three-distinct-information-pathways.md	phase_measure_theory	False	True	10466	292	598a70b55438aac4305ad62b860004a1	2026-08-28T22:56	2026-08-28T22:56:46				3|2026-08-28T22:56:46	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00722	722	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260828-225752_what-we-can-directly-use-practical-assessment.md	phase_measure_theory	False	True	19836	516	139b260de94908851dd98dec98734894	2026-08-28T22:57	2026-08-28T22:57:52				3|2026-08-28T22:57:52	3-filename-datestamp	typed_arrow|claimword	2	YES	NOT-READ	
Q00723	723	docs/knowledgeos/brainstorming/phase_measure_theory/how_to_combine/20260828-230119_step_combine_remaining-todos.md	phase_measure_theory	False	True	7197	358	cdad6a84780eec397589343140136cc6	2026-08-28T23:01	2026-08-28T23:01:19				3|2026-08-28T23:01:19	3-filename-datestamp	typed_arrow|kos_object	2	YES	NOT-READ	
Q00724	724	docs/knowledgeos/brainstorming/phase_measure_theory/how_to_combine/20260828-230300_how-to-combine-good-idea-with-a-qualification.md	phase_measure_theory	False	True	7283	287	645d922caafc567069065fb5aada90cd	2026-08-28T23:03	2026-08-28T23:03:00				3|2026-08-28T23:03:00	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00725	725	docs/knowledgeos/brainstorming/phase_measure_theory/how_to_combine/20260828-233241_step_combine_combine-prompt-6.md	phase_measure_theory	False	True	20110	806	cb98c5c4002d28dacd0ea72f1ac34647	2026-08-28T23:32	2026-08-28T23:32:41				3|2026-08-28T23:32:41	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00726	726	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260828-235231_step_286_knowledgeos-mathematical-derivation-from-gita-chapter-4.md	phase_measure_theory	False	True	28210	1018	879b56174312fc0f9a266c97887ff098	2026-08-28T23:52	2026-08-28T23:52:31	286			1|00286 	1-step	math_display|typed_arrow|glyph|claimword|kos_object	5	YES	NOT-READ	
Q00727	727	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260828-235853_step_286_gita-chapter-04-additional-contributions.md	phase_measure_theory	False	True	41630	1707	9813d8cf16f2c9ac6ee7b9c0cfb66d4c	2026-08-28T23:58	2026-08-28T23:58:53	286			1|00286 	1-step	math_display|kos_object	2	YES	NOT-READ	
Q00728	728	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260829-000019_step_286_agree-with-corrective-ruling-on-chapter-04.md	phase_measure_theory	False	True	6273	231	66f109a8cdccc6cc10e1a3c45a58ea0e	2026-08-29T00:00	2026-08-29T00:00:19	286			1|00286 	1-step	math_display|typed_arrow|kos_object	3	YES	NOT-READ	
Q00729	729	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260829-001332_step_286_the-more-interesting-reading-of-chapter-04.md	phase_measure_theory	False	True	7494	342	4ae6a1259e2c0865019613dd5654b8c1	2026-08-29T00:13	2026-08-29T00:13:32	286			1|00286 	1-step	math_display|typed_arrow|kos_object	3	YES	NOT-READ	D0048
Q00730	730	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260829-001713_step_286_gita-chapters-01-to-04-source-extract.md	phase_measure_theory	False	True	18917	910	0af4d2c4a6e606fc73fcc7f51581f45e	2026-08-29T00:17	2026-08-29T00:17:13	286			1|00286 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00731	731	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260829-001745_step_286_hpa-response-gita-chapters-1-4-philosophical-contributions.md	phase_measure_theory	False	True	14095	477	ab4dd8896e04ffe638d95c94447ee396	2026-08-29T00:17	2026-08-29T00:17:45	286			1|00286 	1-step	typed_arrow|kos_object	2	YES	NOT-READ	
Q00732	732	docs/knowledgeos/brainstorming/phase_measure_theory/how_to_combine/20260829-002041_step_combine_halfway-point-progress-review.md	phase_measure_theory	False	True	7689	325	bf2ed525f6580695515f25e68ac0b3b4	2026-08-29T00:20	2026-08-29T00:20:41				3|2026-08-29T00:20:41	3-filename-datestamp	typed_arrow	1	LIKELY	NOT-READ	
Q00733	733	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-003330_step_155-156_recovery-of-earlier-step-155-156-material-sarathi-formulation.md	phase_measure_theory	False	True	2904	68	91b98d1c280ea9dba743ff374b194676	2026-08-29T00:33	2026-08-29T00:33:30	155			1|00155 	1-step	math_display|typed_arrow|glyph|kos_object	4	YES	NOT-READ	
Q00734	734	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260829-003716_step_286_short-confirmation-gita-chapter-4-derivation.md	phase_measure_theory	False	True	10649	470	7ee0fee32173aa3cdff748ce726d1e6a	2026-08-29T00:37	2026-08-29T00:37:16	286			1|00286 	1-step	math_display|typed_arrow|glyph|claimword|kos_object	5	YES	NOT-READ	
Q00735	735	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-010612_step_158_knowledgeos-architecture-conformance-audit.md	phase_measure_theory	False	True	28669	1905	c249d56c2b7d6662bfb56dc4a3e175d2	2026-08-29T01:06	2026-08-29T01:06:12	158			1|00158 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	D0049
Q00736	736	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011045_step_158_knowledgeos-architecture-conformance-audit-duplicate.md	phase_measure_theory	False	True	28669	1905	c249d56c2b7d6662bfb56dc4a3e175d2	2026-08-29T01:10	2026-08-29T01:10:45	158			1|00158 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	D0049
Q00737	737	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011128_step_159_knowledgeos-architecture-baseline.md	phase_measure_theory	False	True	19087	1218	c708f2584e098cde4d5d017e2e2e004b	2026-08-29T01:11	2026-08-29T01:11:28	159			1|00159 	1-step	math_display|typed_arrow	2	YES	NOT-READ	D0050
Q00738	738	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011213_step_160_current-state-evidence-mapping.md	phase_measure_theory	False	True	18388	1268	28190f3c22d7145ff25f0295c2ab3cd5	2026-08-29T01:12	2026-08-29T01:12:13	160			1|00160 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00739	739	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011309_step_161_semantic-contract-reconstruction.md	phase_measure_theory	False	True	23265	1807	413feb840cabbc44966ddadf6ef8f634	2026-08-29T01:13	2026-08-29T01:13:09	161			1|00161 	1-step	math_display|defn|typed_arrow|claimword	4	YES	NOT-READ	
Q00740	740	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011356_step_159_knowledgeos-architecture-baseline-duplicate.md	phase_measure_theory	False	True	19087	1218	c708f2584e098cde4d5d017e2e2e004b	2026-08-29T01:13	2026-08-29T01:13:56	159			1|00159 	1-step	math_display|typed_arrow	2	YES	NOT-READ	D0050
Q00741	741	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011552_step_162_invariant-and-boundary-derivation.md	phase_measure_theory	False	True	22379	1456	8e2e734fd381ab0f70f3491e87094e8c	2026-08-29T01:15	2026-08-29T01:15:52	162			1|00162 	1-step	math_display|defn|typed_arrow|claimword	4	YES	NOT-READ	
Q00742	742	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-011730_step_163_context-map-and-translation-boundaries.md	phase_measure_theory	False	True	22621	1383	ec647a081950f541cf2da0f59f5e64d7	2026-08-29T01:17	2026-08-29T01:17:30	163			1|00163 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00743	743	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-012048_step_164_domain-events-and-legitimate-state-transitions.md	phase_measure_theory	False	True	21537	1746	c379688759ff970b521b904277965c13	2026-08-29T01:20	2026-08-29T01:20:48	164			1|00164 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00744	744	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-012222_step_165_aggregate-and-consistency-boundary-derivation.md	phase_measure_theory	False	True	24292	1782	a28e8c097ff3ebf436a5edd27a15ed16	2026-08-29T01:22	2026-08-29T01:22:22	165			1|00165 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00745	745	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-012701_step_166_process-managers-sagas-and-long-running-consistency.md	phase_measure_theory	False	True	26543	1861	afbadc3c071e4f6e087fb1afc0426227	2026-08-29T01:27	2026-08-29T01:27:01	166			1|00166 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00746	746	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-012838_step_167_formal-verification-obligations.md	phase_measure_theory	False	True	19979	1612	e2a4eda42b0c44b6a21d4ec0606e37c9	2026-08-29T01:28	2026-08-29T01:28:38	167			1|00167 	1-step	math_display|typed_arrow|glyph	3	YES	NOT-READ	
Q00747	747	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-013134_step_168_the-verification-lattice.md	phase_measure_theory	False	True	23933	1872	f5bc8812c84be9d8a012ee8b83076e52	2026-08-29T01:31	2026-08-29T01:31:34	168			1|00168 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00748	748	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-013327_step_169_falsification-of-the-knowledgeos-architecture.md	phase_measure_theory	False	True	19430	1313	c5c04925572c707717a6fe488e3ab2e8	2026-08-29T01:33	2026-08-29T01:33:27	169			1|00169 	1-step	math_display|claimword	2	YES	NOT-READ	
Q00749	749	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-013526_step_170_the-end-to-end-knowledgeos-proof-chain.md	phase_measure_theory	False	True	19775	1654	9bba95e863a246bbab9eb63aaf8bd386	2026-08-29T01:35	2026-08-29T01:35:26	170			1|00170 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00750	750	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-013701_step_171_the-authority-responsibility-evidence-matrix.md	phase_measure_theory	False	True	21288	1469	a7ee872291782f32e0dcadb8c2037135	2026-08-29T01:37	2026-08-29T01:37:01	171			1|00171 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00751	751	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-013920_step_172_separation-of-duties-falsification-experiment.md	phase_measure_theory	False	True	14813	1159	94328a9dd590930d9f722e7922b73852	2026-08-29T01:39	2026-08-29T01:39:20	172			1|00172 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00752	752	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-014058_step_173_the-bounded-context-discovery-experiment.md	phase_measure_theory	False	True	20367	1428	6a8ab923c5c880ba2aeb797647e3405c	2026-08-29T01:40	2026-08-29T01:40:58	173			1|00173 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00753	753	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-014253_step_174_context-map-and-domain-contract-experiment.md	phase_measure_theory	False	True	15934	1341	52a45c2adfa342bc08ef7a9f1ba69bb2	2026-08-29T01:42	2026-08-29T01:42:53	174			1|00174 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00754	754	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-014420_step_175_the-state-does-not-know-its-past-experiment.md	phase_measure_theory	False	True	16636	1390	870ef78db97f15f2b293a25eb01c8acc	2026-08-29T01:44	2026-08-29T01:44:20	175			1|00175 	1-step	math_display|defn|typed_arrow	3	YES	NOT-READ	
Q00755	755	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-014546_step_176_the-who-knows-experiment.md	phase_measure_theory	False	True	16291	1311	59c84106897e0b1ca622292ce57f129d	2026-08-29T01:45	2026-08-29T01:45:46	176			1|00176 	1-step	math_display|typed_arrow|kos_object	3	YES	NOT-READ	
Q00756	756	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-014710_step_177_the-knowledge-is-not-truth-experiment.md	phase_measure_theory	False	True	16047	1417	39cd46ea09d0982d74407e686503b26c	2026-08-29T01:47	2026-08-29T01:47:10	177			1|00177 	1-step	math_display|defn|typed_arrow|claimword	4	YES	NOT-READ	
Q00757	757	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-014843_step_178_the-what-should-we-do-experiment.md	phase_measure_theory	False	True	15919	1353	75b380c33e0f1dbca954088c611e1b4d	2026-08-29T01:48	2026-08-29T01:48:43	178			1|00178 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00758	758	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-015001_step_179_the-who-is-allowed-to-say-what-experiment.md	phase_measure_theory	False	True	18322	1593	25e6b6a7375f7b0968ac5694154ae394	2026-08-29T01:50	2026-08-29T01:50:01	179			1|00179 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00759	759	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-015147_step_180_the-can-the-system-know-that-it-does-not-know-experiment.md	phase_measure_theory	False	True	15828	1393	f96cf93ca1ccf84d1bb2b55cf499e284	2026-08-29T01:51	2026-08-29T01:51:47	180			1|00180 	1-step	math_display|typed_arrow|glyph	3	YES	NOT-READ	
Q00760	760	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-015345_step_181_the-what-if-two-truths-disagree-experiment.md	phase_measure_theory	False	True	17507	1441	25bcbd15c676d2ba6ca784baba973447	2026-08-29T01:53	2026-08-29T01:53:45	181			1|00181 	1-step	math_display|claimword	2	YES	NOT-READ	
Q00761	761	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-015501_step_182_the-who-owns-the-truth-experiment.md	phase_measure_theory	False	True	15708	1269	575b0d38267c9cc43fc18eb38e73a174	2026-08-29T01:55	2026-08-29T01:55:01	182			1|00182 	1-step	math_display|claimword	2	YES	NOT-READ	
Q00762	762	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-015928_step_183-pre_architecture-and-gita-alignment-review-of-steps-1-182.md	phase_measure_theory	False	True	25411	1375	81f8e65efc551491a056eeab7c0fc932	2026-08-29T01:59	2026-08-29T01:59:28	183			1|00183 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00763	763	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-020210_step_183_the-reconstruction-experiment.md	phase_measure_theory	False	True	15173	1137	eebc2cdd213ad41c9a3bc799dae8a9c7	2026-08-29T02:02	2026-08-29T02:02:10	183			1|00183 	1-step	math_display|defn|claimword	3	YES	NOT-READ	
Q00764	764	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-020345_step_184_the-epistemic-gap-experiment.md	phase_measure_theory	False	True	13087	1031	919540d0d218f0cd91e07fd4b87ef82a	2026-08-29T02:03	2026-08-29T02:03:45	184			1|00184 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00765	765	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-020511_step_185_change-correction-refinement-or-recontextualization.md	phase_measure_theory	False	True	12629	1047	2e35748eeb85bd1036d4e4be6ab762d8	2026-08-29T02:05	2026-08-29T02:05:11	185			1|00185 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00766	766	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-021046_step_186-pre_mathematical-architecture-of-knowledgeos.md	phase_measure_theory	False	True	21348	1620	b65a1a4e9f26a71209e00461d1ed980b	2026-08-29T02:10	2026-08-29T02:10:46	186			1|00186 	1-step	math_display|defn|glyph|claimword	4	YES	NOT-READ	
Q00767	767	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-021226_step_186_mathematical-validation-of-the-knowledge-state-model.md	phase_measure_theory	False	True	16553	1427	22da797fd373add3c622df1e473f472b	2026-08-29T02:12	2026-08-29T02:12:26	186			1|00186 	1-step	math_display|defn|glyph|claimword	4	YES	NOT-READ	
Q00768	768	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-081618_step_187_authority-as-a-mathematical-relation.md	phase_measure_theory	False	True	16345	1341	90c3cac5fa068a806e6faa094e22d029	2026-08-29T08:16	2026-08-29T08:16:18	187			1|00187 	1-step	math_display|defn|typed_arrow	3	YES	NOT-READ	
Q00769	769	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-082439_step_188_the-hindsight-contamination-test.md	phase_measure_theory	False	True	15815	1245	ffbf2e52ea4a3bf6bdaa3302a7bb0db4	2026-08-29T08:24	2026-08-29T08:24:39	188			1|00188 	1-step	math_display|defn|typed_arrow|claimword|kos_object	5	YES	NOT-READ	
Q00770	770	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-083044_step_189_the-formal-epistemic-state-machine.md	phase_measure_theory	False	True	18750	1616	c6c3f03d7fee65284d1912510d0288f5	2026-08-29T08:30	2026-08-29T08:30:44	189			1|00189 	1-step	math_display|typed_arrow|glyph|claimword	4	YES	NOT-READ	
Q00771	771	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-084105_step_190_ddd-aggregate-invariant-test.md	phase_measure_theory	False	True	18088	1394	89049adbc854225db0b01264cf06b2fc	2026-08-29T08:41	2026-08-29T08:41:05	190			1|00190 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00772	772	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-090129_step_191_semantic-transition-vs-technical-mutation.md	phase_measure_theory	False	True	19476	1535	0e1c8dd7103f2312d0096c26a3b6b19d	2026-08-29T09:01	2026-08-29T09:01:29	191			1|00191 	1-step	math_display|defn|typed_arrow|glyph|claimword|kos_object	6	YES	NOT-READ	
Q00773	773	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-090618_step_192_the-boundary-of-truth.md	phase_measure_theory	False	True	19472	1567	7ea69baf974e2c121377704e3e801098	2026-08-29T09:06	2026-08-29T09:06:18	192			1|00192 	1-step	math_display|defn|typed_arrow|claimword	4	YES	NOT-READ	
Q00774	774	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-090816_step_193_the-temporal-epistemic-consistency-test.md	phase_measure_theory	False	True	17613	1515	f01b8599b07055afd1c27188b2584b09	2026-08-29T09:08	2026-08-29T09:08:16	193			1|00193 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00775	775	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-091044_step_194_the-causal-boundary.md	phase_measure_theory	False	True	19173	1450	6c903f7f0fd036ff118425665fd8696d	2026-08-29T09:10	2026-08-29T09:10:44	194			1|00194 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00776	776	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-104418_step_195_the-identity-continuity-model.md	phase_measure_theory	False	True	19172	1735	6251f7c33d986bbd02639daf108cfc19	2026-08-29T10:44	2026-08-29T10:44:18	195			1|00195 	1-step	math_display|defn|typed_arrow	3	YES	NOT-READ	
Q00777	777	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-105816_step_196_the-authority-responsibility-model.md	phase_measure_theory	False	True	19004	1652	8a2c126af0c9abb91d9961f440b590fe	2026-08-29T10:58	2026-08-29T10:58:16	196			1|00196 	1-step	math_display|defn|typed_arrow	3	YES	NOT-READ	
Q00778	778	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-105916_step_197_invariants-conservation-and-the-formal-transition-system.md	phase_measure_theory	False	True	17434	1422	902b82a93728ddfe066818e453c63e58	2026-08-29T10:59	2026-08-29T10:59:16	197			1|00197 	1-step	math_display|defn|typed_arrow|glyph|claimword|kos_object	6	YES	NOT-READ	
Q00779	779	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-110056_step_198_composition-from-valid-transitions-to-valid-processes.md	phase_measure_theory	False	True	18872	1537	18d5bad6b564dafa160d78a37034d985	2026-08-29T11:00	2026-08-29T11:00:56	198			1|00198 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00780	780	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-110229_step_199_uncertainty-probability-ambiguity-and-the-unknown.md	phase_measure_theory	False	True	19707	1754	d0d254b91e0ad5ae4a76d2dc416f7a71	2026-08-29T11:02	2026-08-29T11:02:29	199			1|00199 	1-step	math_display|claimword	2	YES	NOT-READ	
Q00781	781	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-110411_step_200_coherence-test-of-the-formal-knowledgeos-architecture.md	phase_measure_theory	False	True	23144	1950	51a6b53389fc502298df65d458be56d6	2026-08-29T11:04	2026-08-29T11:04:11	200			1|00200 	1-step	math_display|glyph	2	YES	NOT-READ	
Q00782	782	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-110712_step_201_refinement-review-program.md	phase_measure_theory	False	True	16091	1184	73a1281264afcd573a87d87c9c5c2886	2026-08-29T11:07	2026-08-29T11:07:12	201			1|00201 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00783	783	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-110912_step_201_knowledgeos-canonical-vocabulary-freeze-v0-1.md	phase_measure_theory	False	True	19377	1536	05185d0fa4809de99d4d002c071b23ec	2026-08-29T11:09	2026-08-29T11:09:12	201			1|00201 	1-step	math_display|glyph|claimword	3	YES	NOT-READ	
Q00784	784	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-111045_step_202_formal-relation-matrix-from-vocabulary-to-architecture.md	phase_measure_theory	False	True	18105	1352	5bba8961de2a37e72072be01b953c6a6	2026-08-29T11:10	2026-08-29T11:10:45	202			1|00202 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00785	785	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-111227_step_203_state-space-decomposition.md	phase_measure_theory	False	True	19130	1485	7b34c7313dbe62094b207d4c53bd300e	2026-08-29T11:12	2026-08-29T11:12:27	203			1|00203 	1-step	math_display|typed_arrow|glyph|claimword	4	YES	NOT-READ	
Q00786	786	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-114405_step_204_transition-algebra-and-invariant-preservation.md	phase_measure_theory	False	True	19387	1532	b92cd720fd4195cdba39c15e1ae23d31	2026-08-29T11:44	2026-08-29T11:44:05	204			1|00204 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00787	787	docs/knowledgeos/brainstorming/phase_measure_theory/20260829-114533_step_205_aggregate-derivation.md	phase_measure_theory	False	True	21217	1718	857895ce97eb64401d061006badd0bf6	2026-08-29T11:45	2026-08-29T11:45:33	205			1|00205 	1-step	math_display|defn|typed_arrow|claimword	4	YES	NOT-READ	
Q00788	788	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-011029_step_206_bounded-context-derivation.md	phase_measure_theory	False	True	20363	1467	bdbb2c46862f98bd9e9a80f5060c4671	2026-08-30T01:10	2026-08-30T01:10:29	206			1|00206 	1-step	math_display	1	LIKELY	NOT-READ	
Q00789	789	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-011110_step_207_context-contracts.md	phase_measure_theory	False	True	18684	1681	1249341ed305bcd8c41b92b4af8e34e2	2026-08-30T01:11	2026-08-30T01:11:10	207			1|00207 	1-step	math_display|typed_arrow	2	YES	NOT-READ	
Q00790	790	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-011729_step_209_invariant-algebra.md	phase_measure_theory	False	True	19514	1565	a8882519ffaeb0b71df6c9b7cbecc181	2026-08-30T01:17	2026-08-30T01:17:29	209			1|00209 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00791	791	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-011829_step_208_semantic-contract-algebra.md	phase_measure_theory	False	True	18172	1497	530c621728f663493e522e63eb36f7d9	2026-08-30T01:18	2026-08-30T01:18:29	208			1|00208 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00792	792	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-012034_step_210_invariant-verification-matrix.md	phase_measure_theory	False	True	17958	1392	c1af5a1dda43770b6e0d43376607e3b6	2026-08-30T01:20	2026-08-30T01:20:34	210			1|00210 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00793	793	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-012320_step_211_architecture-assurance-graph.md	phase_measure_theory	False	True	15485	1153	31b0b5c77003897a1125cec7bfa83fa9	2026-08-30T01:23	2026-08-30T01:23:20	211			1|00211 	1-step	math_display|defn|typed_arrow|claimword	4	YES	NOT-READ	
Q00794	794	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-012424_step_212_architecture-gap-discovery.md	phase_measure_theory	False	True	18246	1178	a9923fb0715bd2f9e5a125c37e458c32	2026-08-30T01:24	2026-08-30T01:24:24	212			1|00212 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00795	795	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-012547_step_213_evidence-first-reconstruction.md	phase_measure_theory	False	True	15887	1220	33b778dc06705f164185c3f432016600	2026-08-30T01:25	2026-08-30T01:25:47	213			1|00213 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
Q00796	796	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-014030_step_214_build-the-evidence-ledger.md	phase_measure_theory	False	True	16085	1104	fe73ac5953ca2d718864a517f97bfb46	2026-08-30T01:40	2026-08-30T01:40:30	214			1|00214 	1-step	math_display|typed_arrow|claimword	3	YES	NOT-READ	
