symbol	n_docs	birth_doc	birth_order_key	birth_step	birth_mtime	birth_lane	mtime_first_doc	mtime_first_mtime	order_disagrees	birth_path
EXECUTED	4	Q00851	1|00269 	269	2026-08-30T20:09	phase_measure_theory	Q00851	2026-08-30T20:09		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-200907_step_269_policy-semantics-and-the-final-formal-blocker.md
EvalPolicy	4	Q00851	1|00269 	269	2026-08-30T20:09	phase_measure_theory	Q00851	2026-08-30T20:09		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-200907_step_269_policy-semantics-and-the-final-formal-blocker.md
frozen	4	Q01389	1|00272 	272	2026-08-30T22:47	verification	Q01389	2026-08-30T22:47		docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/01-STEP-272-PREMISE-AUDIT.md
stale	4	Q01389	1|00272 	272	2026-08-30T22:47	verification	Q01388	2026-08-30T22:36	YES	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/01-STEP-272-PREMISE-AUDIT.md
Serialize	4	Q00865	1|00272a	272a	2026-08-30T22:42	phase_measure_theory	Q00861	2026-08-30T22:01	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-224242_step_272a_core-operation-universe-derivation.md
impl	4	Q00865	1|00272a	272a	2026-08-30T22:42	phase_measure_theory	Q00865	2026-08-30T22:42		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-224242_step_272a_core-operation-universe-derivation.md
Calculated	4	Q00857	1|00275 	275	2026-08-30T21:46	phase_measure_theory	Q00418	2026-08-26T17:32	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-214639_step_275_epistemic-state-reconstruction-and-dimension-separation.md
Defined	4	Q00858	1|00276 	276	2026-08-30T21:54	phase_measure_theory	Q00858	2026-08-30T21:54		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-215434_step_276_foundational-gap-reconciliation-and-closure-audit.md
RC	4	Q00862	1|00278 	278	2026-08-30T22:14	phase_measure_theory	Q00862	2026-08-30T22:14		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-221415_step_278_policy-authority-integration-and-executable-semantics.md
PolicyConflict	4	Q00862	1|00278 	278	2026-08-30T22:14	phase_measure_theory	Q00862	2026-08-30T22:14		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-221415_step_278_policy-authority-integration-and-executable-semantics.md
WAIT	4	Q00862	1|00278 	278	2026-08-30T22:14	phase_measure_theory	Q00862	2026-08-30T22:14		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-221415_step_278_policy-authority-integration-and-executable-semantics.md
CONFLICT	4	Q00864	1|00278 	278	2026-08-30T22:21	phase_measure_theory	Q00420	2026-08-26T17:33	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-222159_step_278_policy-authority-integration-temporal-semantics-and-governance-closure-final.md
root	4	Q00864	1|00278 	278	2026-08-30T22:21	phase_measure_theory	Q00864	2026-08-30T22:21		docs/knowledgeos/brainstorming/phase_measure_theory/20260830-222159_step_278_policy-authority-integration-temporal-semantics-and-governance-closure-final.md
OBSERVATION	4	Q00869	1|00280 	280	2026-08-30T23:16	phase_measure_theory	Q00337	2026-08-26T00:08	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260830-231637_step_280_end-to-end-empirical-closure-test.md
AT	4	Q00875	1|00282 	282	2026-08-31T00:15	phase_measure_theory	Q00875	2026-08-31T00:15		docs/knowledgeos/brainstorming/phase_measure_theory/20260831-001525_step_282_supervisory-review-of-original-step-282.md
SCOPE	4	Q00875	1|00282 	282	2026-08-31T00:15	phase_measure_theory	Q00875	2026-08-31T00:15		docs/knowledgeos/brainstorming/phase_measure_theory/20260831-001525_step_282_supervisory-review-of-original-step-282.md
effort	4	Q00924	1|00285 	285	2026-08-31T17:48	phase_measure_theory	Q00889	2026-08-31T14:30	YES	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260831-142000_step_285_gita-informed-reading-canonical-state-research.md
r_t	4	Q00924	1|00285 	285	2026-08-31T17:48	phase_measure_theory	Q00438	2026-08-26T18:43	YES	docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260831-142000_step_285_gita-informed-reading-canonical-state-research.md
sub	4	Q00976	1|00285 	285	2026-08-31T21:04	phase_measure_theory	Q00976	2026-08-31T21:04		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-210431_step_285_reviewer-review-of-refined-step-285-accept-with-seven-corrections.md
Paths	4	Q00726	1|00286 	286	2026-08-28T23:52	phase_measure_theory	Q00726	2026-08-28T23:52		docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260828-235231_step_286_knowledgeos-mathematical-derivation-from-gita-chapter-4.md
rate	4	Q00726	1|00286 	286	2026-08-28T23:52	phase_measure_theory	Q00726	2026-08-28T23:52		docs/knowledgeos/brainstorming/phase_measure_theory/external_research/gita_chapter4/20260828-235231_step_286_knowledgeos-mathematical-derivation-from-gita-chapter-4.md
Sanskrit	4	Q00942	1|00286 	286	2026-08-31T19:00	phase_measure_theory	Q00410	2026-08-26T17:09	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-190025_step_286_reviewer-a-senior-review-of-r1-r5-with-nine-corrections.md
Terminus	4	Q00978	1|00286 	286	2026-08-31T21:10	phase_measure_theory	Q00978	2026-08-31T21:10		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-211057_step_286_reviewer-review-of-step-286-accept-with-tightening-two-hypotheses-split.md
Desired	4	Q01535	1|00286 	286	2026-08-31T18:15	phase_measure_theory	Q00430	2026-08-26T18:02	YES	docs/knowledgeos/brainstorming/phase_measure_theory/20260831-181552_step_286_gita-mapping-terms-to-knowledgeos-invalid-date-corrected.md
kind	4	Q01556	1|00286 	286	2026-08-31T23:43	phase_measure_theory	Q00326	2026-08-25T23:45	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-234334_step_286_hpa-gita-chapter-05-atma-as-bounded-knower-locus-not-knowledge.md
ends	4	Q01557	1|00286 	286	2026-08-31T23:46	phase_measure_theory	Q01557	2026-08-31T23:46		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-234601_step_286_hpa-gita-chapter-06-dhyana-yoga-epistemic-regulation-and-recovery-hypotheses.md
K_t+n	4	Q01559	1|00286 	286	2026-09-01T00:03	phase_measure_theory	Q01559	2026-09-01T00:03		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-000332_step_286_hpa-gita-chapter-06-theory-of-epistemic-regulation-stabilization-progression.md
J_t	4	Q01565	1|00286 	286	2026-09-01T00:42	phase_measure_theory	Q01565	2026-09-01T00:42		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-004205_step_286_hpa-gita-chapter-09-new-lens-with-chapters-06-07.md
v_0	4	Q01577	1|00286 	286	2026-09-01T01:07	phase_measure_theory	Q01577	2026-09-01T01:07		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010705_step_286_sentence-as-candidate-representation-not-equal-to-dimension.md
reveal	4	Q01577	1|00286 	286	2026-09-01T01:07	phase_measure_theory	Q00381	2026-08-26T13:55	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-010705_step_286_sentence-as-candidate-representation-not-equal-to-dimension.md
anger	4	Q01588	1|00286 	286	2026-09-01T01:30	phase_measure_theory	Q01588	2026-09-01T01:30		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-013054_step_286_hpa-gita-chapter-16-divine-vs-demoniac-qualities-for-the-formal-kernel.md
weak	4	Q01590	1|00286 	286	2026-09-01T01:38	phase_measure_theory	Q01590	2026-09-01T01:38		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-013804_step_286_refine-the-model-before-adding-chapters-buddhi-zero-qualify-purification.md
Restraint	4	Q01590	1|00286 	286	2026-09-01T01:38	phase_measure_theory	Q00707	2026-08-28T14:03	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-013804_step_286_refine-the-model-before-adding-chapters-buddhi-zero-qualify-purification.md
Distortion	4	Q01592	1|00286 	286	2026-09-01T01:43	phase_measure_theory	Q01592	2026-09-01T01:43		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-014309_step_286_hpa-gita-chapter-17-reread-with-the-chapters-06-16-model.md
Stop	4	Q01596	1|00286 	286	2026-09-01T01:53	phase_measure_theory	Q00444	2026-08-26T18:56	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-015335_step_286_kernel-simulation-across-epistemic-situations-coherence-test.md
Distinguish	4	Q01601	1|00286 	286	2026-09-01T02:04	phase_measure_theory	Q01601	2026-09-01T02:04		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-020447_step_286_hpa-gita-chapter-02-as-a-kernel-level-refinement.md
simply	4	Q01601	1|00286 	286	2026-09-01T02:04	phase_measure_theory	Q00919	2026-08-31T17:24	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-020447_step_286_hpa-gita-chapter-02-as-a-kernel-level-refinement.md
B_t+1	4	Q01603	1|00286 	286	2026-09-01T02:10	phase_measure_theory	Q01603	2026-09-01T02:10		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-021003_step_286_hpa-gita-chapter-01-as-the-opening-pathological-state-of-the-kernel.md
expose	4	Q01609	1|00286 	286	2026-09-01T02:24	phase_measure_theory	Q00381	2026-08-26T13:55	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-022425_step_286_operators-must-be-well-typed-and-invariant-preserving-not-analogy-driven.md
AddDimension	4	Q01620	1|00286 	286	2026-09-01T02:52	phase_measure_theory	Q00438	2026-08-26T18:43	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025223_step_286_change-the-mathematical-foundation-subset-model-cannot-express-dimension-change.md
K_b	4	Q01623	1|00286 	286	2026-09-01T02:55	phase_measure_theory	Q01623	2026-09-01T02:55		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025542_step_286_controlled-mathematical-and-ddd-refinement-mandate-for-the-evolving-dimensional-model.md
T_E	4	Q01623	1|00286 	286	2026-09-01T02:55	phase_measure_theory	Q01623	2026-09-01T02:55		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025542_step_286_controlled-mathematical-and-ddd-refinement-mandate-for-the-evolving-dimensional-model.md
counts	4	Q01538	1|00287 	287	2026-08-31T20:14	phase_measure_theory	Q00363	2026-08-26T11:10	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-201424_step_287_reviewer-drafts-step-287-invariants-research-and-falsification-mandate.md
Five	4	Q01189	2|2026-08-30		2026-08-30T01:32	verification	Q01189	2026-08-30T01:32		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-101-120.md
load	4	Q01189	2|2026-08-30		2026-08-30T01:32	verification	Q01189	2026-08-30T01:32		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-101-120.md
BY	4	Q01041	2|2026-08-31	288	2026-08-31T23:28	phase_measure_theory	Q01041	2026-08-31T23:28		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-288.md
too	4	Q01041	2|2026-08-31	288	2026-08-31T23:28	phase_measure_theory	Q00317	2026-08-25T23:01	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-288.md
DERIVATION	4	Q01046	2|2026-08-31	291	2026-08-31T23:45	phase_measure_theory	Q01022	2026-08-31T23:11	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-291.md
DISTINCTIONS	4	Q01068	2|2026-08-31	286	2026-09-01T11:19	phase_measure_theory	Q01050	2026-09-01T01:01	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-286.md
CARRIERS	4	Q01068	2|2026-08-31	286	2026-09-01T11:19	phase_measure_theory	Q01050	2026-09-01T01:01	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/REFINED-STEP-286.md
differ	4	Q01052	2|2026-09-01		2026-09-01T01:12	phase_measure_theory	Q00430	2026-08-26T18:02	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/21-GITA-DIMENSION-AND-PURIFICATION-CANDIDATES.md
shape	4	Q01054	2|2026-09-01		2026-09-01T01:30	phase_measure_theory	Q01054	2026-09-01T01:30		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/23-GITA-CHAPTERS-10-15-KERNEL-RECONSTRUCTION.md
SHAPE	4	Q01054	2|2026-09-01		2026-09-01T01:30	phase_measure_theory	Q01054	2026-09-01T01:30		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/23-GITA-CHAPTERS-10-15-KERNEL-RECONSTRUCTION.md
branch	4	Q01056	2|2026-09-01		2026-09-01T01:51	phase_measure_theory	Q01056	2026-09-01T01:51		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/25-GITA-TRACK-CLOSED-CH-17-18-05-AND-THE-GUNA-FORK.md
rows	4	Q01056	2|2026-09-01		2026-09-01T01:51	phase_measure_theory	Q01056	2026-09-01T01:51		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/25-GITA-TRACK-CLOSED-CH-17-18-05-AND-THE-GUNA-FORK.md
ALL	4	Q01057	2|2026-09-01		2026-09-01T02:00	phase_measure_theory	Q01367	2026-08-30T21:40	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/26-THE-KERNEL-SIMULATION-AUDITED-AND-CH-04-03.md
OPERATOR	4	Q01061	2|2026-09-01		2026-09-01T02:26	phase_measure_theory	Q01061	2026-09-01T02:26		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/31-STATE-VOCABULARY-THE-OPERATOR-CONTRACT-AND-SIX-COLLISIONS.md
WHICH	4	Q01061	2|2026-09-01		2026-09-01T02:26	phase_measure_theory	Q01061	2026-09-01T02:26		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/31-STATE-VOCABULARY-THE-OPERATOR-CONTRACT-AND-SIX-COLLISIONS.md
Generalization	4	Q00312	3|2026-08-25T22:29:15		2026-08-25T22:29	phase_measure_theory	Q00312	2026-08-25T22:29		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-222915_session-1-not-executing-continuously-process-observation.md
KST	4	Q00313	3|2026-08-25T22:44:34		2026-08-25T22:44	phase_measure_theory	Q00313	2026-08-25T22:44		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-224434_how-can-an-acquired-knowledge-state-be-represented-mathematically.md
KB	4	Q00317	3|2026-08-25T23:01:51		2026-08-25T23:01	phase_measure_theory	Q00317	2026-08-25T23:01		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-230151_what-should-the-knowledgeos-kernel-contain.md
atom	4	Q00318	3|2026-08-25T23:10:22		2026-08-25T23:10	phase_measure_theory	Q00318	2026-08-25T23:10		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231022_probability-becomes-more-fundamental.md
infer	4	Q00323	3|2026-08-25T23:38:21		2026-08-25T23:38	phase_measure_theory	Q00323	2026-08-25T23:38		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233821_logical-lens-round.md
fuzzy	4	Q00328	3|2026-08-25T23:51:05		2026-08-25T23:51	phase_measure_theory	Q00328	2026-08-25T23:51		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235105_important-correction-to-the-framework.md
M_R	4	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
worlds	4	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
DETERMINATION	4	Q00336	3|2026-08-26T00:05:01		2026-08-26T00:05	phase_measure_theory	Q00336	2026-08-26T00:05		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000501_business-example-of-the-conditional-problem.md
Social	4	Q00352	3|2026-08-26T10:24:12		2026-08-26T10:24	phase_measure_theory	Q00352	2026-08-26T10:24		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102412_second-research-synthesis-fits-earlier-position.md
d_6	4	Q00353	3|2026-08-26T10:24:58		2026-08-26T10:24	phase_measure_theory	Q00353	2026-08-26T10:24		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102458_close-to-what-you-have-been-describing.md
d_7	4	Q00353	3|2026-08-26T10:24:58		2026-08-26T10:24	phase_measure_theory	Q00353	2026-08-26T10:24		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102458_close-to-what-you-have-been-describing.md
again	4	Q00365	3|2026-08-26T11:21:28		2026-08-26T11:21	phase_measure_theory	Q00365	2026-08-26T11:21		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md
Friend	4	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
DecisionOwner	4	Q00383	3|2026-08-26T13:59:36		2026-08-26T13:59	phase_measure_theory	Q00383	2026-08-26T13:59		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135936_strongest-architectural-mapping-so-far-chapter-01.md
Reframing	4	Q00387	3|2026-08-26T14:32:31		2026-08-26T14:32	phase_measure_theory	Q00387	2026-08-26T14:32		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143231_refining-the-krishna-lens.md
StateKnowledge	4	Q00390	3|2026-08-26T15:12:25		2026-08-26T15:12	phase_measure_theory	Q00390	2026-08-26T15:12		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151225_rigorous-analysis-of-the-sanjaya-layer.md
Navigate	4	Q00399	3|2026-08-26T16:06:57		2026-08-26T16:06	phase_measure_theory	Q00399	2026-08-26T16:06		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160657_what-we-have-solved-and-what-remains.md
host	4	Q00400	3|2026-08-26T16:10:35		2026-08-26T16:10	phase_measure_theory	Q00400	2026-08-26T16:10		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161035_start-with-the-underlying-reality.md
Opponent	4	Q00408	3|2026-08-26T16:57:43		2026-08-26T16:57	phase_measure_theory	Q00408	2026-08-26T16:57		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-165743_question-2-what-is-a-dimension.md
Moral	4	Q00410	3|2026-08-26T17:09:48		2026-08-26T17:09	phase_measure_theory	Q00410	2026-08-26T17:09		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-170948_why-a-c-type-parser-is-useful.md
Family	4	Q00410	3|2026-08-26T17:09:48		2026-08-26T17:09	phase_measure_theory	Q00410	2026-08-26T17:09		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-170948_why-a-c-type-parser-is-useful.md
Identical	4	Q00415	3|2026-08-26T17:27:32		2026-08-26T17:27	phase_measure_theory	Q00415	2026-08-26T17:27		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172732_the-knowledgeos-knowledge-atom.md
Overwrite	4	Q00421	3|2026-08-26T17:34:35		2026-08-26T17:34	phase_measure_theory	Q00421	2026-08-26T17:34		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173435_question-5-updating-and-preserving-assertions.md
Bearing	4	Q00434	3|2026-08-26T18:24:09		2026-08-26T18:24	phase_measure_theory	Q00434	2026-08-26T18:24		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-182409_question-14-the-knowledgeos-type-system-complete-formal-definition.md
e_t-1	4	Q00435	3|2026-08-26T18:31:28		2026-08-26T18:31	phase_measure_theory	Q00435	2026-08-26T18:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-183128_question-15-state-transition-how-kt-becomes-kt-plus-1.md
cycle	4	Q00437	3|2026-08-26T18:40:00		2026-08-26T18:40	phase_measure_theory	Q00437	2026-08-26T18:40		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184000_question-17-how-zero-lord-and-sarathi-interact-with-the-transition-system.md
e_t+1	4	Q00440	3|2026-08-26T18:48:58		2026-08-26T18:48	phase_measure_theory	Q00440	2026-08-26T18:48		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184858_question-20-the-complete-system-state-and-how-it-evolves.md
m_i	4	Q00442	3|2026-08-26T18:51:00		2026-08-26T18:51	phase_measure_theory	Q00442	2026-08-26T18:51		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185100_question-19-what-is-a-discrepancy-between-current-and-ideal-filed-as-q21.md
w_C	4	Q00443	3|2026-08-26T18:54:40		2026-08-26T18:54	phase_measure_theory	Q00443	2026-08-26T18:54		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185440_question-22-how-do-we-prioritize-which-deficiencies-to-address-first.md
C_r	4	Q00444	3|2026-08-26T18:56:36		2026-08-26T18:56	phase_measure_theory	Q00444	2026-08-26T18:56		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185636_question-23-when-to-stop-investigating-and-present-a-decision.md
Raw	4	Q00445	3|2026-08-26T18:57:55		2026-08-26T18:57	phase_measure_theory	Q00445	2026-08-26T18:57		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185755_question-24-presenting-the-decision-ready-state-to-the-knower.md
View	4	Q00445	3|2026-08-26T18:57:55		2026-08-26T18:57	phase_measure_theory	Q00445	2026-08-26T18:57		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185755_question-24-presenting-the-decision-ready-state-to-the-knower.md
Acquired	4	Q00476	3|2026-08-27T11:33:03		2026-08-27T11:33	phase_measure_theory	Q00476	2026-08-27T11:33		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-113303_knowledgeos-does-not-have-one-input.md
Predictive	4	Q00476	3|2026-08-27T11:33:03		2026-08-27T11:33	phase_measure_theory	Q00476	2026-08-27T11:33		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-113303_knowledgeos-does-not-have-one-input.md
LLM_2	4	Q00482	3|2026-08-27T12:54:03		2026-08-27T12:54	phase_measure_theory	Q00482	2026-08-27T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-125403_why-i-prefer-option-3.md
Currency	4	Q00488	3|2026-08-27T13:33:40		2026-08-27T13:33	phase_measure_theory	Q00488	2026-08-27T13:33		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-133340_closure-03-evidence.md
assume	4	Q00494	3|2026-08-27T14:02:32		2026-08-27T14:02	phase_measure_theory	Q00494	2026-08-27T14:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260827-140232_evidence-identity-equivalence-and-dependency-calculus.md
Phase	4	Q00712	3|2026-08-28T14:52:46		2026-08-28T14:52	phase_measure_theory	Q00712	2026-08-28T14:52		docs/knowledgeos/brainstorming/phase_measure_theory/how_to_combine/20260828-145246_step_combine_combine-prompt-3.md
DR	4	Q00900	3|2026-08-31T16:10:28		2026-08-31T16:10	phase_measure_theory	Q00900	2026-08-31T16:10		docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260831-161028_hpa-analysis-gita-chapter-08-philosophical-contributions-to-knowledgeos.md
Bias	4	Q00914	3|2026-08-31T17:17:36		2026-08-31T17:17	phase_measure_theory	Q00914	2026-08-31T17:17		docs/knowledgeos/brainstorming/phase_measure_theory/external_research/20260831-171736_hpa-analysis-gita-chapter-16-philosophical-contributions-to-knowledgeos.md
atomic	4	Q05136	3|2026-09-01T20:20:00		2026-09-01T20:20	mathematical_ideas_that_can_be_implemented	Q05136	2026-09-01T20:20		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260901-202000_dretske-knowledge-and-the-flow-of-information.md
ccccc	4	Q05142	3|2026-09-01T21:02:00		2026-09-01T21:02	mathematical_ideas_that_can_be_implemented	Q05142	2026-09-01T21:02		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260901-210200_kenneth-shum-measure-theoretic-probability-chapters-2-13.md
Credence	4	Q05152	3|2026-09-01T21:50:00		2026-09-01T21:50	mathematical_ideas_that_can_be_implemented	Q05152	2026-09-01T21:50		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260901-215000_book-highly-relevant-to-the-kernel-question-changes-direction-substantially.md
P_K	4	Q05164	3|2026-09-02T00:16:49		2026-09-02T00:16	mathematical_ideas_that_can_be_implemented	Q05164	2026-09-02T00:16		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-001649_goswami-rao-measure-theory-candidate-knowledgeos-mathematical-stack.md
X_r	4	Q05169	3|2026-09-02T00:46:31		2026-09-02T00:46	mathematical_ideas_that_can_be_implemented	Q05169	2026-09-02T00:46		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-004631_knowledgeos-theory-v1-0-definitions-axioms-theorems-corollaries.md
K_min	4	Q05169	3|2026-09-02T00:46:31		2026-09-02T00:46	mathematical_ideas_that_can_be_implemented	Q05169	2026-09-02T00:46		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-004631_knowledgeos-theory-v1-0-definitions-axioms-theorems-corollaries.md
Proposal_t	4	Q05169	3|2026-09-02T00:46:31		2026-09-02T00:46	mathematical_ideas_that_can_be_implemented	Q05169	2026-09-02T00:46		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-004631_knowledgeos-theory-v1-0-definitions-axioms-theorems-corollaries.md
Satisfaction	4	Q05179	3|2026-09-02T09:28:21		2026-09-02T10:13	mathematical_ideas_that_can_be_implemented	Q05177	2026-09-02T09:39	YES	docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-092821_review-of-v1-2-sat-stays-candidate-until-factivity-is-repaired.md
Zero_reasoned	4	Q05178	3|2026-09-02T09:54:29		2026-09-02T09:54	mathematical_ideas_that_can_be_implemented	Q05178	2026-09-02T09:54		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-095429_review-of-kr-sim-2026-09-02-d-satc-closure.md
Cons	4	Q05181	3|2026-09-02T10:22:41		2026-09-02T10:22	mathematical_ideas_that_can_be_implemented	Q05181	2026-09-02T10:22		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-102241_experiment-g-satc-evaluation-semantics-repair-and-closure-test.md
b_j	4	Q05186	3|2026-09-02T10:53:24		2026-09-02T10:53	mathematical_ideas_that_can_be_implemented	Q05186	2026-09-02T10:53		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-105324_knowledgeos-zero-concept-v1-2-rewritten-against-the-review.md
Empty	4	Q05197	3|2026-09-02T11:48:24		2026-09-02T11:48	mathematical_ideas_that_can_be_implemented	Q05197	2026-09-02T11:48		docs/knowledgeos/brainstorming/mathematical_ideas_that_can_be_implemented/20260902-114824_valuable-mechanism-but-do-not-integrate-in-current-form.md
